Month,BL,Lab Location,Customer Name,Score,Reason
Mar-17,BA,Panchkula,Kanhai,9,"Overall audit is very excellent. He is very punctual, knowledgeable person. We are happy with him. He gave lots of suggestion which is very helpful to us. We are performed many audits with ITS. No issues"
Mar-17,BA,Panchkula,Pidilite Industries Limited,9,"Auditors are very good. In all process I can give him 9+, but still I feel that some training is required to improve. I will recommend ITS for auditing. No issues."
Mar-17,BA,Bangalore,E-LAND APPAREL LIMITED Unit 4,9,Advising part should be more in depth. Intertek should arrange training programs for the awareness of the implementation of compliance
Mar-17,BA,Tirupur,GEENA GARMENTS,9,Happy with the services. No feedback as such.
Mar-17,HL,Gurgaon,Dileep Trading Corporation,9,Quiet happy with services. No issues. Inspectors are not biased.
Mar-17,HL,Gurgaon,Stalwart Homestyles,9,Absolutely Happy with services
Mar-17,HL,Gurgaon,MA Design India Pvt. Ltd,9,Happy with services.
Mar-17,HL,Gurgaon,VAllabh Metal Inc.,9,Happy with services.
Mar-17,HL,Gurgaon,PDQ ASIA,9,Happy with services. Transferred the business to ITS from BV due to problems of response. Hence Need full service for good response from ITS.
Mar-17,HL,Gurgaon,swades sourcing solutions,9,Happy with services.
Mar-17,HL,Gurgaon,Bhati & Company,9,Happy with Zero complaints.
Mar-17,Electrical,Delhi,Osram Lighting,9,Awesome srevices and support extended is ppreciated. 1 mark deducted for high charges for testing.
Mar-17,Electrical,Delhi,Hindustan Switch Pvt ltd. Delhi,9,Good communication and services
Mar-17,Electrical,Delhi,Panasonic AVC Networks India Ltd.,9,9 marks for services and 1 mark deducted as there is always a scope of improvement.
Mar-17,Electrical,Delhi,COMPACT LAMPS PRIVATE LIMITED,9,"Intertek is a very reputed firm, for us it is the best service provider. There were some delay in TAT so deducted 1 mark. Rest we are happy with services and hoping to do more business with Intertek in near future."
Mar-17,Electrical,Delhi,RELIANCE RETAIL LTD- DASS,9,"BEE requirements are fulfilled completely by Intertek, report quality is good and the staff is very helping."
Mar-17,Electrical,Delhi,Arraystorm Lighting Pvt Ltd,9,"Very supportive staff,only problem is that lab is too far from our place(Banglore). Rest everything is fine"
Mar-17,Electrical,Delhi,Unrivaled Design,9,"Happy with Intertek services, deducted one mark as there is always a scope of improvement."
Mar-17,Electrical,Delhi,SYSKA LED LIGHTS PVT LTD,9,Customer deducted one as still exist areas for continued development.
Mar-17,Electrical,Delhi,SAHAR ARTS VALLEY,9,Happy with the services but there is still room for improvement.
Mar-17,Electrical,Mumbai,Western refrigeration pvt ltd,9,Service is good.
Mar-17,Electrical,Mumbai,HITACHI HI-REL POWER ELECTRONICS PVT. LTD,9,From 2010 business with Intertek…Service is good..people understanding is good.
Mar-17,Electrical,Mumbai,"CARNOT TECHNOLOGIES PVT LTD,MUMBAI",9,Customer appreciates Intertek's team work & managers management of processes.
Mar-17,Electrical,Bangalore,SHUBHADA POLYMERS PRODUCTS PRIVATE LIMITED,9,Customer found cost is high.
Mar-17,GTS,Mumbai,UNILEVER INDIA EXPORTS LTD,9,We receive very fast and good service. Our requests are always met on time.
Mar-17,GTS,Mumbai,GKN ENTERPRISES,9,We are getting very good service from Ms. Violet.
Mar-17,GTS,Mumbai,EMAMI INTERNATIONAL FZE,9,We are very happy with our association with Intertek team. Service is very good.
Mar-17,GTS,Mumbai,Godrej & Boyce Mfg Co Ltd. (for China),9,"Your services are very good, but we would like more value addition from your team. We need recommendations for checklist improvement and site capabilities."
Mar-17,GTS,Mumbai,Pix Tranmission Ltd,9,Good services.
Mar-17,GTS,Mumbai,HAVELLS INDIA LIMITED,9,"We are happy with service. We would like to receive more information regarding Saudi G mark, etc."
Mar-17,GTS,Mumbai,Parasnath Techgarments Pvt Ltd,9,"We experience delays in receiving draft report, after the inspection takes place."
Mar-17,GTS,Mumbai,MAXIM EXPORTS,9,Sometimes we have to send reminders for CoC.
Mar-17,Cargo / AA,Mumbai,Hindustan petroleum corporation ltd - Arjun Pullath,10,good service with all time
Mar-17,Cargo / AA,Mumbai,Deepak Phenolic,10,EXCELLENT SERVICE REPORT & GOOD TAT
Mar-17,Cargo / AA,Mumbai,Aqua pharma - Swarge Rajan,10,Good & timely service provided by at all time
Mar-17,Cargo / AA,Mumbai,BASF - Nilesh Kadu,10,Excellent service & TAT
Mar-17,Agri,Indore,Vippy Industries Ltd,10,Happy with all service provided by Intertek
Mar-17,Agri,Indore,Shelby limited,10,found our service best other than labs in Indore
Mar-17,Agri,Jamnagar,Cairn India Limited,10,very good service provided by Intertek
Mar-17,Food,Hyderabad,Pizza Hut Sapphire,10,"Customer is satisfied with our services timely responding, sample collecting and report sharing, and they are seeking testing services at Mumbai, searching for other competent laboratory."
Mar-17,Food,Hyderabad,Pizza Hut Sapphire,10,"Customer is satisfied with our services timely responding, sample collecting and report sharing, and they are seeking testing services at Mumbai, searching for other competent laboratory."
Mar-17,Food,Hyderabad,Pizza Hut Sapphire,10,"Customer is satisfied with our services timely responding, sample collecting and report sharing, and they are seeking testing services at Mumbai, searching for other competent laboratory."
Mar-17,Food,Hyderabad,Pizza Hut Sapphire,10,"Customer is satisfied with our services timely responding, sample collecting and report sharing, and they are seeking testing services at Mumbai, searching for other competent laboratory."
Mar-17,Food,Gurgaon,Veronica Marine Exports Pvt Ltd.,10,"service are brilliant, our management really appreciate the quick turn around."
Mar-17,Food,Gurgaon,"""M/s Laxmi Enterprises """,10,"services are great, never had any problems."
Mar-17,Food,Gurgaon,"""Kitchen Xpress overseas limited """,10,everything is fine.
Mar-17,Food,Gurgaon,"""Mahalaxmi food Agro Industries """,10,very good services & attending.
Mar-17,Food,Gurgaon,"""Bee Hive Farms Pvt. Ltd. """,10,great services
Mar-17,Food,Gurgaon,"""Nature’s Treat Foods Private Limited """,10,I'm 100% satisfied. Great Services.
Mar-17,Food,Gurgaon,"""Godfrey Phillips India Ltd. """,10,Services are good. Results are apt.
Mar-17,Food,Delhi,Borkar Packaging Pvt Ltd,10,services are good and auditors are good. Overall happy with services of Intertek
Mar-17,Food,Delhi,MEGASTAR TRADING CO. LLC,10,dealing with Intertek for quite a long time and services so far are great and expert value additions
Mar-17,Food,Delhi,AJIT SINGH OM PARKASH LTD,10,dealing with Intetek for quite a long time and services so far are great
Mar-17,Food,Delhi,Val Pack Solutions Pvt Ltd,10,Intertek past services and profesional services are excellent
Mar-17,Food,Delhi,Srini Food Park Pvt Ltd (IQF Division),10,Auditor is very suggestive and improvement suggestions are very positive
Mar-17,Food,Delhi,Freshtrop Fruits Ltd,10,Services are good and no dependancies on followups.Auditors are well informatve
Mar-17,Food,Delhi,Pioneer Agro,10,Have been associated with Intertek for quite a long time and are highly satisfied with our services.Also auditors are knowlegeable and informative.
Mar-17,SL,Bangalore, SHEEN NETTWORK,10,"Good service ,happy with service"
Mar-17,SL,Bangalore,Pidilite Industries Limited,10,"very happy with service ,(analytical)"
Mar-17,SL,Bangalore,BHARTIYA INTERNATIONAL LTD/BLR,10,"Best service ,satisfied"
Mar-17,SL,Gurgaon,SD International,10,Happy with the services
Mar-17,SL,Gurgaon,Sara Creations,10,Happy with services  
Mar-17,SL,Gurgaon,Kitu Bhandari Pvt Ltd,10,Very happy with services.
Mar-17,SL,Gurgaon,Sarita Handa Exports Pvt Ltd,10,Very happy with services.
Mar-17,SL,Gurgaon,Versatile Enterprises,10,Quiet happy with the services.
Mar-17,SL,Gurgaon,Jaikishandass Mall Jute Products (P) Ltd,10,Happy.
Mar-17,SL,Gurgaon,Super House ltd upper division,10,Very happy with services.
Mar-17,SL,Gurgaon,Rucks Footwear,10,Happy. Nice Service.
Mar-17,SL,Gurgaon,Faze three,10,Happy with services. Earlier concerned for delay reports and poor response. Now its much better and improved.
Mar-17,SL,Gurgaon,Hand Fab homes,10,Happy with services. Currently facing one issue of wrong invoice to be sorted out.
Mar-17,SL,Gurgaon,STK Traders,10,Services are ok.
Mar-17,SL,Tirupur,Loocust Incorp,10,Happy with our service
Mar-17,SL,Tirupur,Bonhuer Fabs,10,Good Timing
Mar-17,SL,Tirupur,WELL KNIT INDUSTRIES,10,Excellent Communication / Good relationship
Mar-17,SL,Tirupur,Fashion Knits,10,Happy with our service
Mar-17,SL,Tirupur,Morning Staar Apparels,10,Happy with our service
Mar-17,SL,Tirupur,Kera Fibertex International Pvt Ltd,10,Excellent service. 
Mar-17,SL,Mumbai,Pidilite Industries Limited,10,Urgency is understood and response is appreciable.If any issued related to finding on the report the team resolves it promptly. Customer satisfaction is ensured and happy about it.
Mar-17,SL,Mumbai,Shushbindu fashions,10,Totally belives in Intertek reports-found to be authentic and good quality .Additionally has well known Organisation in Textile world.
Mar-17,SL,Mumbai,SPICA ELASTICS,10,"Excellent services ,Timely report,response and helpful people .Always ready to provide technical support or any type of querry .Appreciated and assured to be with Intertek on long term basis."
Mar-17,SL,Mumbai,S K Exports,10,Extremely happy with Timely delivery of the report and would definitely recommend Intertek services.
Mar-17,SL,Mumbai,KAMADGIRI FASHION LIMITED,10,Happy with services and all expectation fulfilled with repect to timely service.
Mar-17,SL,Chennai, SHREE LEATHERS,10,"Happy with service ,good no issues."
Mar-17,Electrical,Delhi,Daikin Air-conditioning India Pvt Ltd,10,Customer found Intertek services are good & cooperative staff.
Mar-17,Electrical,Delhi,Intertek India Private Limited Delhi,10,Customer is happy with Intertek's Calibration Services .Always get reports on time & found good results.
Mar-17,Electrical,Delhi,Intertek India Private Limited Delhi,10,Customer is happy with Intertek's Calibration Services.
Mar-17,Electrical,Delhi,Aglow Exports,10,"People at Intertek are supporting, helping and resolve or problems & queries quickly."
Mar-17,Electrical,Delhi,Paramount Exports,10,"very good services, we are very satisfied."
Mar-17,Electrical,Delhi,INVETECH LIGHTING PRIVATE LIMITED,10,Cooperating staff and our reports are received on time.
Mar-17,Electrical,Delhi,ABB INDIA LIMITED,10,Auditors are very good and helping. They help us knowing where we lack in.
Mar-17,Electrical,Delhi,YS Exports,10,Very good services. I have already recommended Intertek to one of my friend.
Mar-17,Electrical,Delhi,Creative Brass Handicrafts,10,"My experience with Intertek has always been good, no problems faced yet ,during projects."
Mar-17,Electrical,Delhi,Philips Lighting India Ltd,10,Customer is Overall happy & fully satisfied with Intertek's services.
Mar-17,Electrical,Delhi,Impression India,10,Customer is extremely happy and satisfied with the Intertek's services.
Mar-17,Electrical,Mumbai,Rajkamal,10,Service is very good.
Mar-17,Electrical,Mumbai,Apollo Soyuz Electrical Pvt Ltd,10,Immediate Reply…co-oridnation & service is good.
Mar-17,Electrical,Mumbai,"""Hindustan Unilever Ltd Mumbai """,10,"Service, support and behavior of people is very good."
Mar-17,Electrical,Mumbai,"""Hindustan Unilever Ltd Mumbai """,10, Intertek Mumbai team is very good team....all guys are very fantastic...service is too good
Mar-17,Electrical,Bangalore,"GE INTELLIGENT SYSTEMS, BANGLORE",10,Customer commented that Commercial & Technical interaction is good with Intertek. Overall Customer is Happy.
Mar-17,C & P,Mumbai,CARDKEM PHARMA PVT LTD,10,Customer is happy with service and As per customer comment Intertek is providing service very promptly and within time frame.
Mar-17,C & P,Mumbai,Neuland laboratories Limited,10,Customer is satisfied with service and TAT and appreciating for the same.
Mar-17,BA,Kochi, Rasi Tex (In) Private Limited,10,Auditor is very knowledgeable person. He done the audit very well. Where ever we need to improve he gave very effective ideas to correct. There is no suggestion to tell about your auditor because he so perfect & talented person. He explained us in local language itself for more clarification.
Mar-17,BA,Kochi,Leela Electric,10,Auditor is well educated. He clarified all doubt about ISO audit. No issues. You can rank him with excellent score. Good
Mar-17,BA,Panchkula,Apex Industries,10,"Audit goes very well and perfect. We are doing continuous audit with ITS. Auditor came on time to our campus, he is very gentle. It is very satisfactory. Am very happy with him & Intertek as well."
Mar-17,BA,Delhi,EASTERN HERITAGE,10,"Liked the team, their cooperation and support. Specially Mr. Sameer ahmed who was available everytime. Also the auditors were good although they were strict."
Mar-17,BA,Delhi,RIEKE PACKAGING INDIA PRIVATE LIMITED,10,Very satisfied with the auditors and the way they approach.
Mar-17,BA,Delhi,DI WORLDWIDE,10,No feedback. Everything was good
Mar-17,BA,Delhi,LAMBA FOOTWEAR INDUSTRIES,10,Everything is okay. We got all our audits done by Intertek only.
Mar-17,BA,Delhi,SHREE RADHAKRISHNA COMMERCIAL CORPORATION,10,No feedback.  
Mar-17,BA,Delhi,ARJAN IMPEX PVT. LTD,10,Everything is okay.  
Mar-17,BA,Tirupur,VAS Noorullah & Co.,10,Audit was fine. We are happy with the services Auditor are also good.
Mar-17,HL,Gurgaon,BKG Overseas,10,Excellant service. Looking for BSCI certification hence wanted to have all information regarding charges/ time period / what needs to be done from ITS. Shared his email id to get back to him . sanjeev@bkgoverseasglass.com
Mar-17,HL,Gurgaon,Hafizia Art & Crafts,10,Happy with services.
Mar-17,HL,Gurgaon,TRANSPARENT OVERSEAS,10,Happy with services.
Mar-17,HL,Gurgaon,century exports,10,"Happy with services, Pretty fine. No problems."
Mar-17,HL,Gurgaon,Vision Exports,10,Happy with services. No problems.
Mar-17,HL,Gurgaon,Kairos Krimson,10,Happy with services. It’s a buying agency. They have good and satisfied feedback from their vendors overall.
Mar-17,HL,Gurgaon,"Raj Aryan Export P Limited,",10,Very happy with services. They have made some advance payments for which they are unable to find invoices hence requested to re-send the invoices to tally their account . They need it on priority before 31st march.
Mar-17,HL,Gurgaon,State Art Corporation,10,Very happy with services.
Mar-17,HL,Gurgaon,Gupta Export,10,Very happy with services.
Mar-17,GTS,Mumbai,UL AUTOMATION SYSTEMS PVT LTD,10,We have no issues. Ms. Vimala is giving us very good service.
Mar-17,GTS,Mumbai,Jaykal Exports,10,We get prompt response from your team. Great service.
Mar-17,GTS,Mumbai,APOLLO TYRES MIDDLE EAST FZE,10,The team is very cooperative and prompt.
Mar-17,GTS,Mumbai,RLC Engineers Pvt Ltd,10,We are happy with the services. There are no issues.
Mar-17,GTS,Mumbai,INDUSS FOOD PRODUCTS & EQUIPMENTS LTD,10,Everything is fine. We have no complaint.
Mar-17,GTS,Mumbai,PIAGGIO VEHICLES PRIVATE LIMITED,10,We are getting very good cooperation from the team.
Mar-17,GTS,Mumbai,ITALAKE CERAMIC PVT. LTD.,10,We have no issues with the services.
Mar-17,IS,Delhi,SEPC TUTICORIN,10,Intertek inspectors regularly visit to our works and we get reports on time with feedback details
Apr-17,HL ,Gurgaon,TWO BROTHERS HOLDING LTD.,9,Happy with the services
Apr-17,HL ,Gurgaon,Jagdamba Exports,9,Customer is Satisfied with the provided services.
Apr-17,HL ,Gurgaon,LDDN Impex,9,"Good but report delayed post due date well, in touch with CS team (Deepak Kumar) to get this issue to sort"
Apr-17,HL ,Gurgaon,"GMM COATINGS PRIVATE LIMITED,",9,Good Services but prices are little high
Apr-17,HL ,Gurgaon,Maggpie International,9,Happy with the services
Apr-17,HL ,Gurgaon,Ramco International,9,Happy  
Apr-17,HL ,Gurgaon,Chirag Udyog,9,Very happy with the services.
Apr-17,SL,Gurgaon,NAHAR INDUSTRIAL ENTERPRISES LTD.UNIT 2,9,Services are good
Apr-17,SL,Gurgaon,Radnik Exports,9,Customer is happy
Apr-17,SL,Gurgaon,RICHA & CO.,9,Services are good but need to improve TAT
Apr-17,SL,Gurgaon,Northern Tannery,9,"Very happy, Custoemr is appreciating Mr. Rakesh Gupta (BD) for his efforts."
Apr-17,SL,Gurgaon,RIVIERA HOME FURNISINGS PVT. LTD,9,"Happy, however customer feels that CS team need to be more attentive in anyone's absence for handling particular account"
Apr-17,SL,Chennai,AMBUR SHOES,9,"No issues, as such"
Apr-17,SL,Chennai,PEEAAA IMPEX/KARUR,9,Good Service
Apr-17,SL,Chennai,WHITE HOUSE/GUDUVANCHERY,9,Good/Excellent no converns at all
Apr-17,SL,Chennai,SHANIYO EXPORT,9,"Good service, no concern"
Apr-17,SL,Chennai,2S FASHIONS,9,"Good service, no concern"
Apr-17,SL,Bangalore,MAX COLOURS,9,"Good service, no concern"
Apr-17,SL,Bangalore,BHARITYA INTERNATIONAL,9,"no concern, good"
Apr-17,SL,Bangalore,K MOHAN & COMPANY,9,"Good service, no concern"
Apr-17,SL,Bangalore,GO GO INTERNATIONAL PVT LTD / BLR,9,"Fine with service, good service"
Apr-17,SL,Bangalore,NJK ENTERPRISES,9,"Good service, fine with service"
Apr-17,SL,Bangalore,SAMRAT GEMS IMPEX PVT LTD / BANGALORE,9,Ok good service no issues
Apr-17,SL,Bangalore,MAF CLOTHING PVT LTD /BANGALORE,9,"Good service, no concern"
Apr-17,SL,Bangalore,TEXPORT INDUSTRIES PVT LTD./BLR,9,"Good service, no concern"
Apr-17,SL,Bangalore,INDIAN DESIGNS EXPORTS PVT LTD./BANGLORE,9,"no issues with service, good service."
Apr-17,SL,Bangalore,PROLINE INDIA LTD,9,"Best service, no concern"
Apr-17,SL,Bangalore,KABADI SHANKARSA & CO/BLR,9,Fine no issues with service going good.
